Activity_type,Seasonal,SA,Time_bin,scale,Estimate,ETI_low,ETI_high
physical,TRUE,nonSA,50,log,0.76181139653778,0.348427311794225,1.16138077314742
physical,TRUE,nonSA,50,explog,2.14215299676992,1.41683758748832,3.19434089307509
physical,NA,nonSA,50,log,0.836620910458097,0.430481800067452,1.22866390966962
physical,NA,nonSA,50,explog,2.30855298533296,1.5379984105919,3.41666354541662
physical,FALSE,NA,50,log,0.90936481395448,0.505828701498018,1.3074136936007
physical,FALSE,NA,50,explog,2.48274503672772,1.65835923670452,3.69660080564918
physical,TRUE,NA,50,log,0.676624332877976,0.272403053354004,1.07711084930606
physical,TRUE,NA,50,explog,1.96722581278041,1.31311653592615,2.93618424279832
physical,NA,NA,50,log,0.793010220930946,0.389296309757804,1.1911625610164
physical,NA,NA,50,explog,2.21003913747882,1.47594182878507,3.29090490927325
physical,FALSE,SA,55,log,0.899965226376536,0.478578830550007,1.31303316204386
physical,FALSE,SA,55,explog,2.45951758337317,1.61377932719123,3.71743221441262
physical,TRUE,SA,55,log,0.558356192741147,0.138773548263296,0.969806819270884
physical,TRUE,SA,55,explog,1.74779709932878,1.14886391904114,2.63743491079512
physical,NA,SA,55,log,0.729173353544959,0.311106353085918,1.13759844810506
physical,NA,SA,55,explog,2.07336595985038,1.36493439381798,3.11926830633263
physical,FALSE,nonSA,55,log,0.910312458372966,0.486902793137949,1.32938828136311
physical,FALSE,nonSA,55,explog,2.48509890452022,1.62726851485936,3.77873189440102
physical,TRUE,nonSA,55,log,0.726969446129034,0.300912986418986,1.13767179344249
physical,TRUE,nonSA,55,explog,2.06880148419637,1.35109177625567,3.11949817920017
physical,NA,nonSA,55,log,0.818189802002781,0.395191207248629,1.23377547767968
physical,NA,nonSA,55,explog,2.26639350103626,1.48466804684973,3.43417078631502
physical,FALSE,NA,55,log,0.904554517428613,0.486674081022972,1.31700303507754
physical,FALSE,NA,55,explog,2.47083096819306,1.62689664510855,3.73222101023696
physical,TRUE,NA,55,log,0.642507061112793,0.225753654495708,1.04805033056047
physical,TRUE,NA,55,explog,1.90124144476426,1.25326689060706,2.85208517709936
physical,NA,NA,55,log,0.774338997585168,0.354925701317417,1.18297217281662
physical,NA,NA,55,explog,2.16915783788532,1.42607472942853,3.26406181357216
physical,FALSE,SA,60,log,0.884940593329173,0.443850955737532,1.32356215290252
physical,FALSE,SA,60,explog,2.42284046785937,1.55869816108764,3.75677979619876
physical,TRUE,SA,60,log,0.525099644549398,0.0850345482631465,0.955000058356541
physical,TRUE,SA,60,explog,1.69062732231951,1.08875469371027,2.59867076531247
physical,NA,SA,60,log,0.70422400269031,0.267108109055587,1.14058194815895
physical,NA,SA,60,explog,2.02227680142348,1.30618167087287,3.12858851186088
physical,FALSE,nonSA,60,log,0.899042306529887,0.458078747626625,1.34186287130126
physical,FALSE,nonSA,60,explog,2.45724870715728,1.58103351202052,3.82616454053078
physical,TRUE,nonSA,60,log,0.694863235596103,0.259000659031841,1.13015320845646
physical,TRUE,nonSA,60,explog,2.00343505708438,1.29563473734211,3.09613113451879
physical,NA,nonSA,60,log,0.798659646673361,0.358713423202103,1.2400081721472
physical,NA,nonSA,60,explog,2.22255992054332,1.43148654862527,3.45564172292499
physical,FALSE,NA,60,log,0.890993655079444,0.450840689954253,1.3223373739816
physical,FALSE,NA,60,explog,2.4375505329295,1.56963121618367,3.75218834772969
physical,TRUE,NA,60,log,0.610288358745831,0.175607685780956,1.0506512303993
physical,TRUE,NA,60,explog,1.84096218337227,1.19197045436096,2.85951271714888
physical,NA,NA,60,log,0.751313995952247,0.313517728094302,1.18926517904967
physical,NA,NA,60,explog,2.11978357447123,1.3682297221361,3.28466670736558
physical,FALSE,SA,65,log,0.855653479985906,0.375736160281846,1.32374137171971
physical,FALSE,SA,65,explog,2.3529114676428,1.45606292825163,3.75745326417418
physical,TRUE,SA,65,log,0.485483455428396,0.00129262030368524,0.956465667205793
physical,TRUE,SA,65,explog,1.62496041491077,1.00129346286258,2.60248223633848
physical,NA,SA,65,log,0.670907520243623,0.189793142381358,1.13598324285409
physical,NA,SA,65,explog,1.95601163682298,1.20899948290225,3.11423479845938
physical,FALSE,nonSA,65,log,0.875477476228424,0.392351131723624,1.35509431012687
physical,FALSE,nonSA,65,explog,2.4000209779002,1.48045746799882,3.87712659711062
physical,TRUE,nonSA,65,log,0.657116037322496,0.179198613589886,1.1254793178519
physical,TRUE,nonSA,65,explog,1.9292205064358,1.19625835650662,3.08169488245817
physical,NA,nonSA,65,log,0.768088320466046,0.287542992244437,1.23960509667793
physical,NA,nonSA,65,explog,2.15564141783936,1.33314790660531,3.45425001891639
physical,FALSE,NA,65,log,0.864201396177521,0.384549104259133,1.33949614834449
physical,FALSE,NA,65,explog,2.3731101639572,1.46895183739965,3.8171197971486
physical,TRUE,NA,65,log,0.570690775827486,0.0934712238114365,1.03762024628141
physical,TRUE,NA,65,explog,1.76948895609456,1.09797903352184,2.82249235100014
physical,NA,NA,65,log,0.717201577308968,0.241739764384337,1.18826864536212
physical,NA,NA,65,explog,2.04869213076089,1.2734627531435,3.28139508055539
physical,FALSE,SA,70,log,0.845183358512133,0.334711266728654,1.33868524187187
physical,FALSE,SA,70,explog,2.32840471022095,1.39753681863202,3.81402569788609
physical,TRUE,SA,70,log,0.463571255895597,-0.0463411009540514,0.951319257440652
physical,TRUE,SA,70,explog,1.58974123247546,0.954716262748525,2.58912319844173
physical,NA,SA,70,log,0.653585566115922,0.147483556026916,1.14306423431236
physical,NA,SA,70,explog,1.92242145549884,1.15891431539786,3.13636450382757
physical,FALSE,nonSA,70,log,0.870572930037868,0.361933854240321,1.36154203619352
physical,FALSE,nonSA,70,explog,2.38827883443969,1.43610395830281,3.902206193092
physical,TRUE,nonSA,70,log,0.63988646145504,0.144625554755732,1.1267364165034
physical,TRUE,nonSA,70,explog,1.89626556797029,1.15560682637144,3.08557065909289
physical,NA,nonSA,70,log,0.754506961909914,0.255706032016406,1.2430722405577
physical,NA,nonSA,70,explog,2.12656278849061,1.29137306450232,3.46624675304355
physical,FALSE,NA,70,log,0.857586582224162,0.353294595270113,1.34722675396442
physical,FALSE,NA,70,explog,2.35746428325667,1.42375072893932,3.84674294181361
physical,TRUE,NA,70,log,0.549391815473798,0.0507564252939447,1.04057446048719
physical,TRUE,NA,70,explog,1.7321992055334,1.05206683225897,2.83084275490649
physical,NA,NA,70,log,0.702554207250183,0.201691716629785,1.19268943852462
physical,NA,NA,70,explog,2.01890285951679,1.2234707756575,3.29593352060284
physical,FALSE,SA,75,log,0.814817586910626,0.243720517246321,1.3634874443888
physical,FALSE,SA,75,explog,2.25876360672713,1.275987667785,3.90980677825889
physical,TRUE,SA,75,log,0.427053044781722,-0.156475306164811,0.9714724636214
physical,TRUE,SA,75,explog,1.53273396656475,0.85515269440971,2.64183173812527
physical,NA,SA,75,log,0.62154701595955,0.0446784459450924,1.1655328748463
physical,NA,SA,75,explog,1.86180606264714,1.04569170012696,3.20763172267535
physical,FALSE,nonSA,75,log,0.845455756930765,0.266800130752857,1.39338343040765
physical,FALSE,nonSA,75,explog,2.32903904934034,1.30577943925126,4.02845704442582
physical,TRUE,nonSA,75,log,0.605868174595519,0.0283839884595304,1.14919508633448
physical,TRUE,nonSA,75,explog,1.83284274673142,1.02879065779849,3.15565185998267
physical,NA,nonSA,75,log,0.724802814737552,0.144066699956027,1.26510189316166
physical,NA,nonSA,75,explog,2.06432400890413,1.1549611480268,3.54345391778688
physical,FALSE,NA,75,log,0.830592033601209,0.254009049566928,1.37652877438221
physical,FALSE,NA,75,explog,2.29467687096026,1.28918352127142,3.96112777971595
physical,TRUE,NA,75,log,0.515040448905273,-0.0618009427928623,1.06493665908282
physical,TRUE,NA,75,explog,1.67370620048561,0.940070043688718,2.90065524831454
physical,NA,NA,75,log,0.673081444949413,0.0992667599571823,1.21877561907123
physical,NA,NA,75,explog,1.96026848316233,1.10436098063577,3.38304323538892
physical,FALSE,SA,80,log,0.795303553022719,0.167140265993536,1.39447978888076
physical,FALSE,SA,80,explog,2.21511329918506,1.18192025100225,4.03287616694958
physical,TRUE,SA,80,log,0.396500246623773,-0.233055777731029,0.983616720983015
physical,TRUE,SA,80,explog,1.48661280838898,0.792109590720318,2.67411029105662
physical,NA,SA,80,log,0.5957359492993,-0.030796807411247,1.18682968323595
physical,NA,SA,80,explog,1.81436574216948,0.969672624355829,3.27667717444197
physical,FALSE,nonSA,80,log,0.827610010572635,0.195615807120223,1.41373631786781
physical,FALSE,nonSA,80,explog,2.28784429636087,1.21605962854957,4.11128874698742
physical,TRUE,nonSA,80,log,0.576449752401786,-0.0541452009755828,1.17056933351099
physical,TRUE,nonSA,80,explog,1.77970879464473,0.947294589339944,3.22382756684306
physical,NA,nonSA,80,log,0.702631639841172,0.0703046776646875,1.29180624106383
physical,NA,nonSA,80,explog,2.01905923484259,1.07283503765538,3.63935445519794
physical,FALSE,NA,80,log,0.809876621170863,0.187506086901774,1.40546308043677
physical,FALSE,NA,80,explog,2.24763066569363,1.20623762232943,4.07741447586742
physical,TRUE,NA,80,log,0.486972681381595,-0.132185059913511,1.07697468360265
physical,TRUE,NA,80,explog,1.62738215097465,0.876178838059253,2.9357845993998
physical,NA,NA,80,log,0.648297421712866,0.0306455865830453,1.23926677854996
physical,NA,NA,80,explog,1.91228227626458,1.03112000360473,3.45308081259009
physical,FALSE,SA,85,log,0.784494043739432,0.114826373130661,1.41046840416897
physical,FALSE,SA,85,explog,2.19129796191072,1.12167906237658,4.09787471700016
physical,TRUE,SA,85,log,0.373442759946331,-0.302017182301593,0.991327538558991
physical,TRUE,SA,85,explog,1.45272741072447,0.739325431378344,2.69480956310744
physical,NA,SA,85,log,0.577822391585691,-0.0924799383842501,1.20093318069265
physical,NA,SA,85,explog,1.78215337869433,0.911667501723177,3.32321693530931
physical,FALSE,nonSA,85,log,0.82388309372696,0.145658056857314,1.4515566051095
physical,FALSE,nonSA,85,explog,2.27933354215362,1.15680149210563,4.26975572454534
physical,TRUE,nonSA,85,log,0.557169448329279,-0.12140059447067,1.17578098986608
physical,TRUE,nonSA,85,explog,1.74572413892016,0.885679206398916,3.24067292777273
physical,NA,nonSA,85,log,0.69019713939992,0.0262181956366169,1.31093591544394
physical,NA,nonSA,85,explog,1.99410861367742,1.02656491602417,3.70964414311115
physical,FALSE,NA,85,log,0.802382917287987,0.137989699384912,1.42640351810674
physical,FALSE,NA,85,explog,2.23085053210846,1.14796507485223,4.16369763871445
physical,TRUE,NA,85,log,0.466363311659132,-0.202985609094041,1.08635082288302
physical,TRUE,NA,85,explog,1.59418608239339,0.816290001311123,2.96344025344643
physical,NA,NA,85,log,0.635175979325365,-0.0365200992019685,1.2646831810141
physical,NA,NA,85,explog,1.88735424938732,0.964138759318712,3.54197041898019
